p,power,initial_avg_query_norm,initial_avg_ref_norm,final_avg_query_norm,final_avg_ref_norm
2,1,0.7951812744140625,7.960690021514893,1.0,1.0
2,1,0.9209936857223511,7.960690021514893,1.0,1.0
2,1,0.8263273239135742,7.960690021514893,1.0,1.0
2,1,1.05816650390625,7.960690021514893,1.0,1.0
2,1,0.8607088327407837,7.960690021514893,1.0,1.0
2,1,0.8302478790283203,7.960690021514893,1.0,1.0
2,1,0.7907350659370422,7.960690021514893,1.0,1.0
2,1,0.7869714498519897,7.960690021514893,1.0,1.0
2,1,0.8448563814163208,7.960690021514893,1.0,1.0
2,1,0.8471685647964478,7.960690021514893,1.0,1.0
2,1,0.8471301794052124,7.960690021514893,1.0,1.0
2,1,0.8970015645027161,7.960690021514893,1.0,1.0
2,1,0.7895787358283997,7.960690021514893,1.0,1.0
2,1,0.8633475303649902,7.960690021514893,1.0,1.0
2,1,0.8359518051147461,7.960690021514893,1.0,1.0
2,1,0.7647093534469604,7.960690021514893,1.0,1.0
2,1,0.7350303530693054,7.960690021514893,1.0,1.0
2,1,0.9339839816093445,7.960690021514893,1.0,1.0
2,1,0.7304673194885254,7.960690021514893,1.0,1.0
2,1,0.7914234399795532,7.960690021514893,1.0,1.0
2,1,0.7806559205055237,7.960690021514893,1.0,1.0
2,1,0.7480456233024597,7.960690021514893,1.0,1.0
2,1,0.7759864330291748,7.960690021514893,1.0,1.0
2,1,0.779512882232666,7.960690021514893,1.0,1.0
2,1,0.8684679865837097,7.960690021514893,1.0,1.0
2,1,0.7511295080184937,7.960690021514893,1.0,1.0
2,1,0.7608839273452759,7.960690021514893,1.0,1.0
2,1,0.8469136357307434,7.960690021514893,1.0,1.0
2,1,0.8046651482582092,7.960690021514893,1.0,1.0
2,1,0.7887430191040039,7.960690021514893,1.0,1.0
2,1,0.8451759815216064,7.960690021514893,1.0,1.0
2,1,0.7663980722427368,7.960690021514893,1.0,1.0
2,1,0.7106040716171265,7.960690021514893,1.0,1.0
2,1,0.7563335299491882,7.960690021514893,1.0,1.0
2,1,0.8352046608924866,7.960690021514893,1.0,1.0
2,1,0.7530214786529541,7.960690021514893,1.0,1.0
2,1,0.7641558647155762,7.960690021514893,1.0,1.0
2,1,0.7959331274032593,7.960690021514893,1.0,1.0
2,1,0.7833396196365356,7.960690021514893,1.0,1.0
2,1,0.8135136365890503,7.960690021514893,1.0,1.0
2,1,0.6910285949707031,7.960690021514893,1.0,1.0
2,1,0.7990897297859192,7.960690021514893,1.0,1.0
2,1,0.7422605752944946,7.960690021514893,1.0,1.0
2,1,0.7931603193283081,7.960690021514893,1.0,1.0
2,1,0.7587063312530518,7.960690021514893,1.0,1.0
2,1,0.7320968508720398,7.960690021514893,1.0,1.0
2,1,0.7505738735198975,7.960690021514893,1.0,1.0
2,1,0.6792168021202087,7.960690021514893,1.0,1.0
2,1,0.8330100178718567,7.960690021514893,1.0,1.0
2,1,0.674039900302887,7.960690021514893,1.0,1.0
2,1,0.7032433152198792,7.960690021514893,1.0,1.0
2,1,0.6962072253227234,7.960690021514893,1.0,1.0
2,1,0.7060060501098633,7.960690021514893,1.0,1.0
2,1,0.6607919335365295,7.960690021514893,1.0,1.0
2,1,0.6525252461433411,7.960690021514893,1.0,1.0
2,1,0.6880731582641602,7.960690021514893,1.0,1.0
2,1,0.7094295024871826,7.960690021514893,1.0,1.0
2,1,0.6883463859558105,7.960690021514893,1.0,1.0
2,1,0.7006101608276367,7.960690021514893,1.0,1.0
2,1,0.7172098159790039,7.960690021514893,1.0,1.0
2,1,0.7482109665870667,7.960690021514893,1.0,1.0
2,1,0.6738536357879639,7.960690021514893,1.0,1.0
2,1,0.5988390445709229,7.960690021514893,1.0,1.0
2,1,0.7189846038818359,7.960690021514893,1.0,1.0
2,1,0.6323468685150146,7.960690021514893,1.0,1.0
2,1,0.6809474229812622,7.960690021514893,1.0,1.0
2,1,0.7407633066177368,7.960690021514893,1.0,1.0
2,1,0.6997628211975098,7.960690021514893,1.0,1.0
2,1,0.6563487648963928,7.960690021514893,1.0,1.0
2,1,0.5977978110313416,7.960690021514893,1.0,1.0
2,1,0.6418637037277222,7.960690021514893,1.0,1.0
2,1,0.7168535590171814,7.960690021514893,1.0,1.0
2,1,0.6553531289100647,7.960690021514893,1.0,1.0
2,1,0.6397919654846191,7.960690021514893,1.0,1.0
2,1,0.6937061548233032,7.960690021514893,1.0,1.0
2,1,0.5929286479949951,7.960690021514893,1.0,1.0
2,1,0.7157471179962158,7.960690021514893,1.0,1.0
2,1,0.6418052911758423,7.960690021514893,1.0,1.0
2,1,0.6491645574569702,7.960690021514893,1.0,1.0
2,1,0.7399104833602905,7.960690021514893,1.0,1.0
2,1,0.6456408500671387,7.960690021514893,1.0,1.0
2,1,0.5987769961357117,7.960690021514893,1.0,1.0
2,1,0.6959559917449951,7.960690021514893,1.0,1.0
2,1,0.64943528175354,7.960690021514893,1.0,1.0
2,1,0.6963847875595093,7.960690021514893,1.0,1.0
2,1,0.6377524137496948,7.960690021514893,1.0,1.0
2,1,0.7102240324020386,7.960690021514893,1.0,1.0
2,1,0.6887178421020508,7.960690021514893,1.0,1.0
2,1,0.6780710220336914,7.960690021514893,1.0,1.0
2,1,0.6702182292938232,7.960690021514893,1.0,1.0
2,1,0.6079293489456177,7.960690021514893,1.0,1.0
2,1,0.6333180665969849,7.960690021514893,1.0,1.0
2,1,0.7221874594688416,7.960690021514893,1.0,1.0
2,1,0.6272665858268738,7.960690021514893,1.0,1.0
2,1,0.6450580358505249,7.960690021514893,1.0,1.0
2,1,0.7081565856933594,7.960690021514893,1.0,1.0
2,1,0.6669667959213257,7.960690021514893,1.0,1.0
2,1,0.640850305557251,7.960690021514893,1.0,1.0
2,1,0.7022821307182312,7.960690021514893,1.0,1.0
2,1,0.6635816097259521,7.960690021514893,1.0,1.0
2,1,0.5975898504257202,7.960690021514893,1.0,1.0
2,1,0.6324084997177124,7.960690021514893,1.0,1.0
2,1,0.6335805654525757,7.960690021514893,1.0,1.0
2,1,0.6628736257553101,7.960690021514893,1.0,1.0
2,1,0.6719528436660767,7.960690021514893,1.0,1.0
2,1,0.6749573945999146,7.960690021514893,1.0,1.0
2,1,0.7011585235595703,7.960690021514893,1.0,1.0
2,1,0.625973105430603,7.960690021514893,1.0,1.0
2,1,0.7275794744491577,7.960690021514893,1.0,1.0
2,1,0.5702927112579346,7.960690021514893,1.0,1.0
2,1,0.6498094201087952,7.960690021514893,1.0,1.0
2,1,0.6626033782958984,7.960690021514893,1.0,1.0
2,1,0.7512919902801514,7.960690021514893,1.0,1.0
2,1,0.6676172018051147,7.960690021514893,1.0,1.0
2,1,0.5994178056716919,7.960690021514893,1.0,1.0
2,1,0.6275249123573303,7.960690021514893,1.0,1.0
2,1,0.7228966355323792,7.960690021514893,1.0,1.0
2,1,0.6753441691398621,7.960690021514893,1.0,1.0
2,1,0.6804248690605164,7.960690021514893,1.0,1.0
2,1,0.5880555510520935,7.960690021514893,1.0,1.0
2,1,0.6646884679794312,7.960690021514893,1.0,1.0
2,1,0.7154375910758972,7.960690021514893,1.0,1.0
2,1,0.6484468579292297,7.960690021514893,1.0,1.0
2,1,0.6830277442932129,7.960690021514893,1.0,1.0
2,1,0.6302554607391357,7.960690021514893,1.0,1.0
2,1,0.6984330415725708,7.960690021514893,1.0,1.0
2,1,0.6983333826065063,7.960690021514893,1.0,1.0
2,1,0.7017438411712646,7.960690021514893,1.0,1.0
2,1,0.6503140926361084,7.960690021514893,1.0,1.0
2,1,0.6675554513931274,7.960690021514893,1.0,1.0
2,1,0.6587731242179871,7.960690021514893,1.0,1.0
2,1,0.6360498666763306,7.960690021514893,1.0,1.0
2,1,0.7071965932846069,7.960690021514893,1.0,1.0
2,1,0.7499063014984131,7.960690021514893,1.0,1.0
2,1,0.6318650245666504,7.960690021514893,1.0,1.0
2,1,0.6133021116256714,7.960690021514893,1.0,1.0
2,1,0.7155020833015442,7.960690021514893,1.0,1.0
2,1,0.6288856267929077,7.960690021514893,1.0,1.0
2,1,0.6551227569580078,7.960690021514893,1.0,1.0
2,1,0.6003395318984985,7.960690021514893,1.0,1.0
2,1,0.6387357711791992,7.960690021514893,1.0,1.0
2,1,0.6080998778343201,7.960690021514893,1.0,1.0
2,1,0.6690529584884644,7.960690021514893,1.0,1.0
2,1,0.5974287986755371,7.960690021514893,1.0,1.0
2,1,0.7359771728515625,7.960690021514893,1.0,1.0
2,1,0.6338129043579102,7.960690021514893,1.0,1.0
2,1,0.6246339082717896,7.960690021514893,1.0,1.0
2,1,0.5847289562225342,7.960690021514893,1.0,1.0
2,1,0.6656333208084106,7.960690021514893,1.0,1.0
2,1,0.7363141775131226,7.960690021514893,1.0,1.0
2,1,0.6395862698554993,7.960690021514893,1.0,1.0
2,1,0.6306847333908081,7.960690021514893,1.0,1.0
2,1,0.6944288015365601,7.960690021514893,1.0,1.0
2,1,0.6573994159698486,7.960690021514893,1.0,1.0
2,1,0.6425122618675232,7.960690021514893,1.0,1.0
2,1,0.6482754945755005,7.960690021514893,1.0,1.0
2,1,0.5875328779220581,7.960690021514893,1.0,1.0
2,1,0.6561849117279053,7.960690021514893,1.0,1.0
2,1,0.583414614200592,7.960690021514893,1.0,1.0
2,1,0.6084157228469849,7.960690021514893,1.0,1.0
2,1,0.7610552906990051,7.960690021514893,1.0,1.0
2,1,0.6609395742416382,7.960690021514893,1.0,1.0
2,1,0.7006860375404358,7.960690021514893,1.0,1.0
2,1,0.6474376320838928,7.960690021514893,1.0,1.0
2,1,0.6267470121383667,7.960690021514893,1.0,1.0
2,1,0.7921494245529175,7.960690021514893,1.0,1.0
2,1,0.6026166677474976,7.960690021514893,1.0,1.0
2,1,0.6012834906578064,7.960690021514893,1.0,1.0
2,1,0.6236415505409241,7.960690021514893,1.0,1.0
2,1,0.6122934818267822,7.960690021514893,1.0,1.0
2,1,0.6235532164573669,7.960690021514893,1.0,1.0
2,1,0.535403847694397,7.960690021514893,1.0,1.0
2,1,0.6577450037002563,7.960690021514893,1.0,1.0
2,1,0.692076563835144,7.960690021514893,1.0,1.0
2,1,0.695334792137146,7.960690021514893,1.0,1.0
2,1,0.7023677825927734,7.960690021514893,1.0,1.0
2,1,0.6253906488418579,7.960690021514893,1.0,1.0
2,1,0.714884877204895,7.960690021514893,1.0,1.0
2,1,0.7197250127792358,7.960690021514893,1.0,1.0
2,1,0.6099369525909424,7.960690021514893,1.0,1.0
2,1,0.6686744093894958,7.960690021514893,1.0,1.0
2,1,0.6150256395339966,7.960690021514893,1.0,1.0
2,1,0.6580001711845398,7.960690021514893,1.0,1.0
2,1,0.6416445970535278,7.960690021514893,1.0,1.0
2,1,0.7716255784034729,7.960690021514893,1.0,1.0
2,1,0.6120495200157166,7.960690021514893,1.0,1.0
2,1,0.8233458399772644,7.960690021514893,1.0,1.0
2,1,0.7475900053977966,7.960690021514893,1.0,1.0
2,1,0.6067169308662415,7.960690021514893,1.0,1.0
2,1,0.5931059718132019,7.960690021514893,1.0,1.0
2,1,0.7851879596710205,7.960690021514893,1.0,1.0
2,1,0.7257013916969299,7.960690021514893,1.0,1.0
2,1,0.742538332939148,7.960690021514893,1.0,1.0
2,1,0.6113231182098389,7.960690021514893,1.0,1.0
2,1,0.7137901782989502,7.960690021514893,1.0,1.0
2,1,0.7376086711883545,7.960690021514893,1.0,1.0
2,1,0.8086276650428772,7.960690021514893,1.0,1.0
2,1,0.6655256748199463,7.960690021514893,1.0,1.0
2,1,0.6190189719200134,7.960690021514893,1.0,1.0
2,1,0.7834123969078064,7.960690021514893,1.0,1.0
2,1,0.7142717242240906,7.960690021514893,1.0,1.0
2,1,0.6402521729469299,7.960690021514893,1.0,1.0
2,1,0.6622912883758545,7.960690021514893,1.0,1.0
2,1,0.7406058311462402,7.960690021514893,1.0,1.0
2,1,0.7553852796554565,7.960690021514893,1.0,1.0
2,1,0.6701357960700989,7.960690021514893,1.0,1.0
2,1,0.7279934287071228,7.960690021514893,1.0,1.0
2,1,0.6535530686378479,7.960690021514893,1.0,1.0
2,1,0.6494295001029968,7.960690021514893,1.0,1.0
2,1,0.7522702217102051,7.960690021514893,1.0,1.0
2,1,0.7066608667373657,7.960690021514893,1.0,1.0
2,1,0.696895956993103,7.960690021514893,1.0,1.0
2,1,0.6791152358055115,7.960690021514893,1.0,1.0
2,1,0.6996464729309082,7.960690021514893,1.0,1.0
2,1,0.7103284001350403,7.960690021514893,1.0,1.0
2,1,0.6979745030403137,7.960690021514893,1.0,1.0
2,1,0.7570991516113281,7.960690021514893,1.0,1.0
2,1,0.6759769916534424,7.960690021514893,1.0,1.0
2,1,0.6967487335205078,7.960690021514893,1.0,1.0
2,1,0.7108139991760254,7.960690021514893,1.0,1.0
2,1,0.6917300224304199,7.960690021514893,1.0,1.0
2,1,0.6729604005813599,7.960690021514893,1.0,1.0
2,1,0.5726062655448914,7.960690021514893,1.0,1.0
2,1,0.7045207023620605,7.960690021514893,1.0,1.0
2,1,0.6907538175582886,7.960690021514893,1.0,1.0
2,1,0.7575910091400146,7.960690021514893,1.0,1.0
2,1,0.5954186320304871,7.960690021514893,1.0,1.0
2,1,0.6927134990692139,7.960690021514893,1.0,1.0
2,1,0.6940349340438843,7.960690021514893,1.0,1.0
2,1,0.7015869617462158,7.960690021514893,1.0,1.0
2,1,0.7546437382698059,7.960690021514893,1.0,1.0
2,1,0.6881123781204224,7.960690021514893,1.0,1.0
2,1,0.6680294275283813,7.960690021514893,1.0,1.0
2,1,0.6861289739608765,7.960690021514893,1.0,1.0
2,1,0.6542875170707703,7.960690021514893,1.0,1.0
2,1,0.68968665599823,7.960690021514893,1.0,1.0
2,1,0.6353356242179871,7.960690021514893,1.0,1.0
2,1,0.646138608455658,7.960690021514893,1.0,1.0
2,1,0.6114149689674377,7.960690021514893,1.0,1.0
2,1,0.5785770416259766,7.960690021514893,1.0,1.0
2,1,0.6264722347259521,7.960690021514893,1.0,1.0
2,1,0.6502956748008728,7.960690021514893,1.0,1.0
2,1,0.6626771688461304,7.960690021514893,1.0,1.0
2,1,0.7043331861495972,7.960690021514893,1.0,1.0
2,1,0.5910683870315552,7.960690021514893,1.0,1.0
2,1,0.6499896049499512,7.960690021514893,1.0,1.0
2,1,0.6271718144416809,7.960690021514893,1.0,1.0
2,1,0.6919622421264648,7.960690021514893,1.0,1.0
2,1,0.708513081073761,7.960690021514893,1.0,1.0
2,1,0.5947580337524414,7.960690021514893,1.0,1.0
2,1,0.5877251625061035,7.960690021514893,1.0,1.0
2,1,0.6460800766944885,7.960690021514893,1.0,1.0
2,1,0.6287189722061157,7.960690021514893,1.0,1.0
2,1,0.6805987358093262,7.960690021514893,1.0,1.0
2,1,0.8162860870361328,7.960690021514893,1.0,1.0
2,1,0.7744767665863037,7.960690021514893,1.0,1.0
2,1,0.6793432235717773,7.960690021514893,1.0,1.0
2,1,0.5745812654495239,7.960690021514893,1.0,1.0
2,1,0.6366304159164429,7.960690021514893,1.0,1.0
2,1,0.6605020761489868,7.960690021514893,1.0,1.0
2,1,0.733141303062439,7.960690021514893,1.0,1.0
2,1,0.6060989499092102,7.960690021514893,1.0,1.0
2,1,0.6241780519485474,7.960690021514893,1.0,1.0
2,1,0.8142755627632141,7.960690021514893,1.0,1.0
2,1,0.6777728796005249,7.960690021514893,1.0,1.0
2,1,0.6381615400314331,7.960690021514893,1.0,1.0
2,1,0.585956335067749,7.960690021514893,1.0,1.0
2,1,0.747665286064148,7.960690021514893,1.0,1.0
2,1,0.6542702913284302,7.960690021514893,1.0,1.0
2,1,0.6943638324737549,7.960690021514893,1.0,1.0
2,1,0.6399291753768921,7.960690021514893,1.0,1.0
2,1,0.6958497762680054,7.960690021514893,1.0,1.0
2,1,0.5839990377426147,7.960690021514893,1.0,1.0
2,1,0.7355138063430786,7.960690021514893,1.0,1.0
2,1,0.7030930519104004,7.960690021514893,1.0,1.0
2,1,0.5878880620002747,7.960690021514893,1.0,1.0
2,1,0.5758694410324097,7.960690021514893,1.0,1.0
2,1,0.6808387637138367,7.960690021514893,1.0,1.0
2,1,0.719573438167572,7.960690021514893,1.0,1.0
2,1,0.7147347331047058,7.960690021514893,1.0,1.0
2,1,0.7060177326202393,7.960690021514893,1.0,1.0
2,1,0.675746738910675,7.960690021514893,1.0,1.0
2,1,0.643064022064209,7.960690021514893,1.0,1.0
2,1,0.6490440368652344,7.960690021514893,1.0,1.0
2,1,0.6377941370010376,7.960690021514893,1.0,1.0
2,1,0.7003738880157471,7.960690021514893,1.0,1.0
2,1,0.6935642957687378,7.960690021514893,1.0,1.0
2,1,0.6432275176048279,7.960690021514893,1.0,1.0
2,1,0.8163046836853027,7.960690021514893,1.0,1.0
2,1,0.6588761806488037,7.960690021514893,1.0,1.0
2,1,0.794232964515686,7.960690021514893,1.0,1.0
2,1,0.6899688243865967,7.960690021514893,1.0,1.0
2,1,0.6236391067504883,7.960690021514893,1.0,1.0
2,1,0.6505917906761169,7.960690021514893,1.0,1.0
2,1,0.6488023400306702,7.960690021514893,1.0,1.0
2,1,0.7278515100479126,7.960690021514893,1.0,1.0
2,1,0.6936556696891785,7.960690021514893,1.0,1.0
2,1,0.7135864496231079,7.960690021514893,1.0,1.0
2,1,0.6748126149177551,7.960690021514893,1.0,1.0
2,1,0.6725600957870483,7.960690021514893,1.0,1.0
2,1,0.7272924184799194,7.960690021514893,1.0,1.0
2,1,0.7098792195320129,7.960690021514893,1.0,1.0
2,1,0.6286218166351318,7.960690021514893,1.0,1.0
2,1,0.7870276570320129,7.960690021514893,1.0,1.0
2,1,0.686721682548523,7.960690021514893,1.0,1.0
2,1,0.7016878724098206,7.960690021514893,1.0,1.0
2,1,0.6821110248565674,7.960690021514893,1.0,1.0
2,1,0.7359431982040405,7.960690021514893,1.0,1.0
2,1,0.7207649946212769,7.960690021514893,1.0,1.0
2,1,0.7288832664489746,7.960690021514893,1.0,1.0
2,1,0.693529486656189,7.960690021514893,1.0,1.0
2,1,0.6719666719436646,7.960690021514893,1.0,1.0
2,1,0.7312871813774109,7.960690021514893,1.0,1.0
2,1,0.7421157360076904,7.960690021514893,1.0,1.0
2,1,0.7377950549125671,7.960690021514893,1.0,1.0
2,1,0.6755367517471313,7.960690021514893,1.0,1.0
2,1,0.7319003343582153,7.960690021514893,1.0,1.0
2,1,0.753836452960968,7.960690021514893,1.0,1.0
2,1,0.7333724498748779,7.960690021514893,1.0,1.0
2,1,0.6887481212615967,7.960690021514893,1.0,1.0
2,1,0.788582444190979,7.960690021514893,1.0,1.0
2,1,0.6348128914833069,7.960690021514893,1.0,1.0
2,1,0.7755612134933472,7.960690021514893,1.0,1.0
2,1,0.6920873522758484,7.960690021514893,1.0,1.0
2,1,0.7606088519096375,7.960690021514893,1.0,1.0
2,1,0.7261943817138672,7.960690021514893,1.0,1.0
2,1,0.6492829322814941,7.960690021514893,1.0,1.0
2,1,0.7735360860824585,7.960690021514893,1.0,1.0
2,1,0.8101665377616882,7.960690021514893,1.0,1.0
2,1,0.7759339213371277,7.960690021514893,1.0,1.0
2,1,0.7245480418205261,7.960690021514893,1.0,1.0
2,1,0.8075604438781738,7.960690021514893,1.0,1.0
2,1,0.6855037212371826,7.960690021514893,1.0,1.0
2,1,0.7365909218788147,7.960690021514893,1.0,1.0
2,1,0.861250638961792,7.960690021514893,1.0,1.0
2,1,0.7246747612953186,7.960690021514893,1.0,1.0
2,1,0.7011423110961914,7.960690021514893,1.0,1.0
2,1,0.8675110340118408,7.960690021514893,1.0,1.0
2,1,0.6908491253852844,7.960690021514893,1.0,1.0
2,1,0.7920905947685242,7.960690021514893,1.0,1.0
2,1,0.7010821104049683,7.960690021514893,1.0,1.0
2,1,0.8441612720489502,7.960690021514893,1.0,1.0
2,1,0.7775010466575623,7.960690021514893,1.0,1.0
2,1,0.739723801612854,7.960690021514893,1.0,1.0
2,1,0.872160017490387,7.960690021514893,1.0,1.0
2,1,0.7054719924926758,7.960690021514893,1.0,1.0
2,1,0.7225102186203003,7.960690021514893,1.0,1.0
2,1,0.8603227138519287,7.960690021514893,1.0,1.0
2,1,0.8133887648582458,7.960690021514893,1.0,1.0
2,1,0.7568962574005127,7.960690021514893,1.0,1.0
2,1,0.6968386769294739,7.960690021514893,1.0,1.0
2,1,0.7281408309936523,7.960690021514893,1.0,1.0
2,1,0.9658693075180054,7.960690021514893,1.0,1.0
2,1,0.7039487957954407,7.960690021514893,1.0,1.0
2,1,0.8844423294067383,7.960690021514893,1.0,1.0
2,1,0.7264864444732666,7.960690021514893,1.0,1.0
2,1,0.7962778210639954,7.960690021514893,1.0,1.0
2,1,0.7665814161300659,7.960690021514893,1.0,1.0
2,1,0.7173200845718384,7.960690021514893,1.0,1.0
2,1,0.7848595380783081,7.960690021514893,1.0,1.0
2,1,0.8315265774726868,7.960690021514893,1.0,1.0
2,1,0.7763645648956299,7.960690021514893,1.0,1.0
2,1,0.8163121342658997,7.960690021514893,1.0,1.0
2,1,0.7320723533630371,7.960690021514893,1.0,1.0
2,1,0.7278688549995422,7.960690021514893,1.0,1.0
2,1,0.8266459703445435,7.960690021514893,1.0,1.0
2,1,0.6666978597640991,7.960690021514893,1.0,1.0
2,1,0.6095699071884155,7.960690021514893,1.0,1.0
2,1,0.6619443893432617,7.960690021514893,1.0,1.0
2,1,0.7516607046127319,7.960690021514893,1.0,1.0
2,1,0.806999921798706,7.960690021514893,1.0,1.0
2,1,0.9112924337387085,7.960690021514893,1.0,1.0
2,1,0.6713874936103821,7.960690021514893,1.0,1.0
2,1,0.711583137512207,7.960690021514893,1.0,1.0
2,1,0.8066719770431519,7.960690021514893,1.0,1.0
2,1,0.7089766263961792,7.960690021514893,1.0,1.0
2,1,0.7559632062911987,7.960690021514893,1.0,1.0
2,1,0.7688336968421936,7.960690021514893,1.0,1.0
2,1,0.7455793619155884,7.960690021514893,1.0,1.0
2,1,0.6766247749328613,7.960690021514893,1.0,1.0
2,1,0.8117225170135498,7.960690021514893,1.0,1.0
2,1,0.735108494758606,7.960690021514893,1.0,1.0
2,1,0.6619075536727905,7.960690021514893,1.0,1.0
2,1,0.7043853998184204,7.960690021514893,1.0,1.0
2,1,0.8607478141784668,7.960690021514893,1.0,1.0
2,1,0.7772396206855774,7.960690021514893,1.0,1.0
2,1,0.7221201658248901,7.960690021514893,1.0,1.0
2,1,0.7611402869224548,7.960690021514893,1.0,1.0
2,1,0.6776515245437622,7.960690021514893,1.0,1.0
2,1,0.6515375375747681,7.960690021514893,1.0,1.0
2,1,0.8073923587799072,7.960690021514893,1.0,1.0
2,1,0.7121046185493469,7.960690021514893,1.0,1.0
2,1,0.7830870747566223,7.960690021514893,1.0,1.0
2,1,0.7914390563964844,7.960690021514893,1.0,1.0
2,1,0.6697350740432739,7.960690021514893,1.0,1.0
2,1,0.6356512308120728,7.960690021514893,1.0,1.0
2,1,0.772114098072052,7.960690021514893,1.0,1.0
2,1,0.6413693428039551,7.960690021514893,1.0,1.0
2,1,0.8049837946891785,7.960690021514893,1.0,1.0
2,1,0.7005025148391724,7.960690021514893,1.0,1.0
2,1,0.7754838466644287,7.960690021514893,1.0,1.0
2,1,0.7140646576881409,7.960690021514893,1.0,1.0
2,1,0.6788232326507568,7.960690021514893,1.0,1.0
2,1,0.6682308316230774,7.960690021514893,1.0,1.0
2,1,0.7261488437652588,7.960690021514893,1.0,1.0
2,1,0.690089225769043,7.960690021514893,1.0,1.0
2,1,0.6813595294952393,7.960690021514893,1.0,1.0
2,1,0.7470456957817078,7.960690021514893,1.0,1.0
2,1,0.7338372468948364,7.960690021514893,1.0,1.0
2,1,0.6083301305770874,7.960690021514893,1.0,1.0
2,1,0.7420511245727539,7.960690021514893,1.0,1.0
2,1,0.8081903457641602,7.960690021514893,1.0,1.0
2,1,0.6973072290420532,7.960690021514893,1.0,1.0
2,1,0.6687653064727783,7.960690021514893,1.0,1.0
2,1,0.8454469442367554,7.960690021514893,1.0,1.0
2,1,0.7184374332427979,7.960690021514893,1.0,1.0
2,1,0.6481871008872986,7.960690021514893,1.0,1.0
2,1,0.7838889360427856,7.960690021514893,1.0,1.0
2,1,0.7515144348144531,7.960690021514893,1.0,1.0
2,1,0.6844802498817444,7.960690021514893,1.0,1.0
2,1,0.832115888595581,7.960690021514893,1.0,1.0
2,1,0.6520493030548096,7.960690021514893,1.0,1.0
2,1,0.6130715012550354,7.960690021514893,1.0,1.0
2,1,0.7557089924812317,7.960690021514893,1.0,1.0
2,1,0.7194671630859375,7.960690021514893,1.0,1.0
2,1,0.7581945657730103,7.960690021514893,1.0,1.0
2,1,0.697526752948761,7.960690021514893,1.0,1.0
2,1,0.6829512119293213,7.960690021514893,1.0,1.0
2,1,0.6461986303329468,7.960690021514893,1.0,1.0
2,1,0.7711631059646606,7.960690021514893,1.0,1.0
2,1,0.789103090763092,7.960690021514893,1.0,1.0
2,1,0.6195386052131653,7.960690021514893,1.0,1.0
2,1,0.8199121952056885,7.960690021514893,1.0,1.0
2,1,0.623897910118103,7.960690021514893,1.0,1.0
2,1,0.8237514495849609,7.960690021514893,1.0,1.0
2,1,0.7476785182952881,7.960690021514893,1.0,1.0
2,1,0.6737226247787476,7.960690021514893,1.0,1.0
2,1,0.6723946928977966,7.960690021514893,1.0,1.0
2,1,0.5767636299133301,7.960690021514893,1.0,1.0
2,1,0.6752136945724487,7.960690021514893,1.0,1.0
2,1,0.8247188329696655,7.960690021514893,1.0,1.0
2,1,0.8885363340377808,7.960690021514893,1.0,1.0
2,1,0.6821772456169128,7.960690021514893,1.0,1.0
2,1,0.625363290309906,7.960690021514893,1.0,1.0
2,1,0.7241764068603516,7.960690021514893,1.0,1.0
2,1,0.6995354890823364,7.960690021514893,1.0,1.0
